Airport name,IATA code,ICAO code
"Egegik Airport, AK",EGX,PAII
"El Centro-Naval Air Field, CA",NJK,KNJK
"El Dorado-Goodwin Field, AR",ELD,KELD
"El Monte-San Gabriel Valley Airport, CA",EMT,KEMT
"El Paso International Airport, TX",ELP,KELP
"El Paso-Biggs AAF, TX",BIF,KBIF
"El Paso-West Texas Airport, TX",,
"Elfin Cove SPB, AK",ELV,PAEL
"Elim Airport, AK",ELI,PFEL
"Elizabeth City Airport, NC",ECG,KECG
"Elizabeth City Coast Guard Air Station, NC",,
"Elizabethton Municipal Airport, TN",,
"Elk City-Regional Business Airport, OK",ELK,KELK
"Elkhart Municipal Airport, IN",EKI,KEKM
"Elko Airport, NV",EKO,KEKO
"Elmira Regional Airport, NY",ELM,KELM
"Ely Airport, MN",LYU,KELO
"Elyria Airport, OH",,
"Emmonak Airport, AK",EMK,PAEM
"Encampment A-A Ranch Airport, WY",,
"Erie International Airport, PA",ERI,KERI
"Eugene Airport, OR",EUG,KEUG
"Eureka-Murray Field, CA",EKA,KEKA
"Evadale Landing Strip, TX",EVA,
"Evansville-Dress Regional Airport, IN",EVV,KEVV
"Eveleth-Virginia Municipal Airport, MN",EVM,KEVM
"Everett-Paine Field, WA",PAE,KPAE
"Ewa MCAS, HI",,
"Fairbanks International Airport, AK",FAI,PAFA
"Fairbanks-Eielson AFB, AK",EIL,PAEI
"Fairbanks-Fort Wainwright Airport, AK",FBK,PAFB
"Fairbanks-Ladd Army Airfield, AK",FBK,PAFB
"Fairbanks-Weeks Field, AK",,
"Fairfield-Suisun AAB, CA",SUU,KSUU
"Fairfield-Suisun AFB, CA",SUU,KSUU
"Fairfield-Travis AFB, CA",SUU,KSUU
"Fallon NAS, NV",NFL,KNFL
"Falmouth-Otis AFB, MA",FMH,KFMH
"False Pass Airport, AK",KFP,PAKF
"Farewell Airport, AK",FWL,PAFW
"Fargo-Hector Field, ND",FAR,KFAR
"Fargo-Hector International Airport, ND",FAR,KFAR
"Farmingdale-Republic Field, NY",FRG,KFRG
"Farmington Municipal Airport, NM",FMN,KFMN
"Fayetteville Regional Airport, NC",FAY,KFAY
"Fayetteville-Pope AAF, NC",POB,KPOB
"Fayetteville-Pope AFB, NC",POB,KPOB
"Fentress Airpark, TX",,
"Fergus Falls Airport, MN",FFM,KFFM
"Findlay Airport, OH",FDY,KFDY
"Fishers Island-Elizabeth Field, NY",FID,
"Fitchburg Municipal Airport, MA",FIT,KFIT
"Five Point-Agro-West Airport, CA",,
"Flagstaff-Pulliam Field, AZ",FLG,KFLG
"Flat Airport, AK",FLT,
"Flint-Bishop Airport, MI",FNT,KFNT
"Florence AAF, SC",FLO,KFLO
"Flushing Airport, NY",,
"Flying R Ranch, SD",,
"Fort Belvoir-Davison AAF, VA",DAA,KDAA
"Fort Benning-Lawson AAF, GA",LSF,KLSF
"Fort Benning-Lawson AFB, GA",LSF,KLSF
"Fort Bragg-Simmons AAF, NC",FBG,KFBG
"Fort Bridger Airport, WY",FBR,KFBR
"Fort Dodge Airport, IA",FOD,KFOD
"Fort Indiantown-Muir Army Air Field, PA",MUI,KMUI
"Fort Irwin-Bicycle Lake AAF, CA",BYS,KBYS
"Fort Knox-Godman AAF, KY",FTK,KFTK
"Fort Lauderdale (unknown airport), FL",,
"Fort Lauderdale International Airport, FL",FLL,KFLL
"Fort Lauderdale-Executive Airport, FL",FXE,KFXE
"Fort Myers-Page Field, FL",FMY,KFMY
"Fort Myers-Southwest Florida Regional Airport, FL",RSW,KRSW
"Fort Pierce-Saint Lucie County Airport, FL",FPR,KFPR
"Fort Richardson-Bryant AAF, AK",FRN,PAFR
"Fort Rucker-Cairns AAF, AL",OZR,KOZR
"Fort Sill-Henry Post AAF, OK",FSI,KFSI
"Fort Sumner Airport, NM",FSU,KFSU
"Fort Wayne (unknown airport), IN",,
"Fort Wayne Municipal Airport/Baer Field, IN",FWA,KFWA
"Fort Worth (unknown airport), TX",,
"Fort Worth Alliance Airport, TX",AFW,KAFW
"Fort Worth-Carswell AFB, TX",FWH,KNFW
"Fort Worth-Greater Southwest International Airport, TX",GSW,KGSW
"Fort Worth-Meacham Field, TX",FTW,KFTW
"Fort Yukon Airport, AK",FYU,PFYU
"Franklin-Macon County Airport, NC",,
"Freeland-Tri City Airport, MI",MBS,KMBS
"Fresno Air Terminal, CA",FAT,KFAT
"Fullerton Municipal Airport, CA",FUL,KFUL
"Gadsden Municipal Airport, AL",GAD,KGAD
"Gadsden-Northeast Alabama Regional Airport, AL",GAD,KGAD
"Gainesville Municipal Airport, TX",GLE,KGLE
"Gainesville-J R Alison Municipal Airport, FL",GNV,KGNV
"Gainesville-Lee Gilmer Memorial Airport, GA",GVL,KGVL
"Gaithersburg-Montgomery County Airport, MD",GAI,KGAI
"Galena Airport, AK",GAL,PAGA
"Gallup-Senator Clark Airport, NM",GUP,KGUP
"Galveston-Scholes Field, TX",GLS,KGLS
"Gambell Airport, AK",GAM,PAGM
"Ganes Creek, AK",,
"Garden City Municipal Airport, KS",GCK,KGCK
"Gardiner Airport, NY",,
"Gary Regional Airport, IN",GYY,KGYY
"Gaylord-Otsego County Airport, MI",GLR,KGLR
"Georgetown Municipal Airport, TX",,KGTU
"Georgetown-Sussex County Airport, DE",GED,KGED
"Gila Bend AF Aux Airport, AZ",,KGBN
"Gillette-Campbell County Airport, WY",GCC,KGCC
"Glasgow International Airport, MT",GGW,KGGW
"Glendive-Dawson Community Airport, MT",GDV,KGDV
"Glenn Falls-Floyd Bennett Memorial Airport, NY",GFL,KGFL
"Glenview Naval Air Station, IL",NBU,
"Globe-San Carlos Apache Airport, AZ",,
"Gold Beach Municipal Airport, OR",,
"Goldsboro-Seymour Johnson AFB, NC",GSB,KGSB
"Goodland-Renner Field, KS",GLD,KGLD
"Goodyear-Litchfield Park NAS, AZ",GYR,KGYR
"Grain Valley-East Kansas City Airport, MO",,
"Grand Canyon-National Park Airport, AZ",GCN,KGCN
"Grand Forks Airport, ND",GFK,KGFK
"Grand Island Airport, NE",GRI,KGRI
"Grand Junction-Walker Field, CO",GJT,KGJT
"Grand Rapids-Gerald R. Ford International Airport, MI",GRR,KGRR
"Grand Rapids-Kent County International Airport, MI",GRR,KGRR
"Grandview Municipal Airport, MO",,
"Grangeville-Idaho County Airport, ID",,
"Granite Mountain Airport, AK",GMT,
"Great Falls International Airport, MT",GTF,KGTF
"Great Falls-Malmstrom AFB, MT",GFA,KGFA
"Greeley-Weld County Airport, CO",GXY,KGXY
"Green Bay-Austin-Straubel Field, WI",GRB,KGRB
"Greensboro/High Point Airport, NC",GSO,KGSO
"Greensboro/High Point-Piedmont Triad International Airport, NC",GSO,KGSO
"Greensburg-Decatur County Airport, IN",,
"Greenville Airport, MS",GLH,KGLH
"Greenville Downtown Airport, SC",GMU,KGMU
"Greenville Municipal Airport, ME",,
"Greenville-Donaldson AFB, SC",GDC,KGYH
"Greenville-Majors Field, TX",GVT,KGVT
"Greenville-Spartanburg Airport, SC",GSP,KGSP
"Greenwood AAF, MS",GWO,KGWO
"Greenwood County Airport, SC",GRD,KGRD
"Grenada AAF, MS",,
"Greybull-South Big Horn County Airport, WY",GEY,KGEY
"Griffin-Spalding County Airport, GA",,
"Grosse Ile Municipal Airport, MI",,KONZ
"Groton-New London Airport, CT",GON,KGON
"Gulfport Municipal Airport, MS",GPT,KGPT
"Gulfport-Biloxi Regional Airport, MS",GPT,KGPT
"Gulkana Airport, AK",GKN,PAGK
"Gunnison-Crested Butte Regional Airport, CO",GUC,KGUC
"Guntersville-Municipal Airport, AL",,
"Guymon Municipal Airport, OK",GUY,KGUY
"Gwinner-Roger Melroe Field Airport, ND",GWR,
"Hagerstown-Wash. County Regional Airport, MD",HGR,KHGR
"Hailey-Friedman Memorial Airport, ID",SUN,KSUN
"Hailey-Sun Valley Airport, ID",SUN,KSUN
"Haines Municipal Airport, AK",HNS,PAHN
"Hallo Bay, AK",,
"Hamilton Airport, OH",HAO,KHAO
"Hamilton-Marion County Airport, AL",HAB,KHAB
"Hamilton-Ravalli County Airport, MT",,
"Hampton-Langley AFB, VA",LFI,KLFI
"Hampton-Newport News/Williamsburg Airport, VA",PHF,KPHF
"Hancock-Houghton County Airport, MI",CMX,KCMX
"Happy Valley Camp, AK",,
"Harlingen AFB, TX",,
"Harlingen-Valley International Airport, TX",HRL,KHRL
"Harrisburg (unknown airport), PA",,
"Harrisburg International Airport, PA",MDT,KMDT
"Harrisburg-Capital City Airport, PA",HAR,KCXY
"Harrisburg-Capital Landing Field, PA",HAR,KCXY
"Harrisburg-Olmsted AFB, PA",MDT,KMDT
"Harrisburg-Olmsted Field, PA",MDT,KMDT
"Harrisburg-Raleigh Airport, IL",HSB,KHSB
"Harrisburg-York State Airport, PA",HAR,KCXY
"Harrison-Boone County Airport, AR",HRO,KHRO
"Hartford-Brainard Airport, CT",HFD,KHFD
"Hastings Airport, NE",HSI,KHSI
"Hawthorne Airport, CA",HHR,KHHR
"Hawthorne Airport, NV",HTH,
"Hawthorne-Feather Airpark, NH",,
"Hayden-Yampa Valley Airport, CO",HDN,KHDN
"Hays Municipal Airport, KS",HYS,KHYS
"Hayward Air Terminal, CA",HWD,KHWD
"Hayward Executive Airport, CA",HWD,KHWD
"Hayward Municipal Airport, CA",HWD,KHWD
"Helena Airport, MT",HLN,KHLN
"Hemet-Ryan Field, CA",HMT,KHMT
"Hempstead Plains-Mitchell Field, NY",,
"Hempstead-Roosevelt Field, NY",,
"Hibbing-Chisholm Airport, MN",HIB,KHIB
"Hickory Airport, NC",HKY,KHKY
"Hilo International Airport, HI",ITO,PHTO
"Hilton Head Airport, SC",HHH,KHXD
"Hinckley Airport, IL",,
"Hobbs-Lea County Airport, NM",HOB,KHOB
"Hoffman-Mackall AAF, NC",HFF,
"Hollywood-Burbank Airport, CA",BUR,KBUR
"Hollywood-Lockheed Air Terminal, CA",BUR,KBUR
"Hollywood-North Perry Airport, FL",HWO,KHWO
"Holtville Airport, CA",,
"Homer Airport, AK",HOM,PAHO
"Homer-Beluga Lake Seaplane Base, AK",,
"Homestead AAF, FL",HST,KHST
"Homestead AFB, FL",HST,KHST
"Hondo AAF, TX",HDO,KHDO
"Honolulu (unknown airport), HI",,
"Honolulu International Airport, HI",HNL,PHNL
"Honolulu-Daniel K. Inouye International Airport, HI",HNL,PHNL
"Honolulu-Hickam AFB, HI",HIK,
"Honolulu-John Rodgers Airport, HI",HNL,PHNL
"Hooper Bay Airport, AK",HPB,PAHP
"Hopkinsville-Fort Campbell AAF, KY",HOP,KHOP
"Hot Springs-Ingalls Field, VA",HSP,KHSP
"Hot Springs-Memorial Field, AR",HOT,KHOT
"Houston (unknown airport), TX",,
"Houston International Airport, TX",HOU,KHOU
"Houston-Ellington Field, TX",EFD,KEFD
"Houston-George Bush Intercontinental Airport, TX",IAH,KIAH
"Houston-Intercontinental Airport, TX",IAH,KIAH
"Houston-Sugar Land Municipal Airport, TX",SGR,KSGR
"Houston-Sugar Land Regional Airport, TX",SGR,KSGR
"Houston-West Houston Airport, TX",IWS,KIWS
"Houston-William P. Hobby Airport, TX",HOU,KHOU
"Howell-Livingston County Spencer J. Hardy Airport, MI",,KOZW
"Huntington-Tri-State Airport, WV",HTS,KHTS
"Huntsville Airport, TX",HTV,KUTS
"Huntsville International Airport, AL",HSV,KHSV
"Huntsville-Madison County Airport, AL",HSV,KHSV
"Hurlburt Field, FL",,KHRT
"Huron-Howes Airport, SD",HON,KHON
"Hyannis-Barnstable Airport, MA",HYA,KHYA
"Iliamna Airport, AK",ILI,PAIL
"Iliamna-East Wind Lake Seaplane Base, AK",,
"Imperial County Airport, CA",IPL,KIPL
"Independence Airport, KS",IDP,KIDP
"Indian Springs-AF Aux Airport, NV",INS,KINS
"Indianapolis Airport, IN",,
"Indianapolis International Airport, IN",IND,KIND
"Indianapolis Regional Airport, IN",,KMQJ
"Indianapolis-Stout Army Air Field, IN",,
"Indianapolis-Weir Cook Municipal Airport, IN",IND,KIND
"Ingleside-McCampbell-Porter Airport, TX",,KTFP
"Inigok Airport, AK",,
"Ironwood-Gogebic County Airport, MI",IWD,KIWD
"Islip-Long Island MacArthur Airport, NY",ISP,KISP
"Ithaca-Tompkins County Airport, NY",ITH,KITH
"Jackson Hole Airport, WY",JAC,KJAC
"Jackson International Airport, MS",JAN,KJAN
"Jackson Municipal Airport, MS",JAN,KJAN
"Jackson-Hawkins Field, MS",HKS,KHKS
"Jackson-McKellar Airport, TN",MKL,KMKL
"Jackson-Reynolds Municipal Airport, MI",JXN,KJXN
"Jacksonville Airport, TX",JKV,KSJO
"Jacksonville International Airport, FL",JAX,KJAX
"Jacksonville Municipal Airport, FL",,
"Jacksonville NAAS, FL",,
"Jacksonville NAS, FL",NIP,KNIP
"Jacksonville-Little Rock AFB, AR",LRF,KLRF
"Jacksonville-Thomas Cole Imeson Municipal Airport, FL",,
"Jasper-Walker County Airport-Bevill Field, AL",JFX,KJFX
"Jeffersonville-Clark Regional Airport, IN",JVY,KJVY
"Jenkinsburg, GA",,
"John Day Airport, OR",JDA,KGCD
"Johnstown Airport, PA",JST,KJST
"Johnstown-Cambria County Airport, PA",JST,KJST
"Johnsville NAS, PA",,
"Jolon-Hunter AAF, CA",HGT,
"Jonesboro Airport, AR",JBR,KJBR
"Joplin Airport, MO",JLN,KJLN
"Juneau Harbor Seaplane Base, AK",,
"Juneau International Airport, AK",JNU,PAJN
"Juneau, AK",,
"Kahului Airport, HI",OGG,PHOG
"Kahului NAS, HI",OGG,PHOG
"Kake Airport, AK",,PAFE
"Kalamazoo International Airport, MI",AZO,AZO
"Kalamazoo-Battle Creek International Airport, MI",AZO,AZO
"Kalaupapa Airport, HI",LUP,PHLU
"Kalispell-Glacier National Park Airport, MT",FCA,KFCA
"Kalispell-Glacier Park International Airport, MT",FCA,KGPI
"Kaneohe NAS, Oahu, HI",,
"Kansas City (unknown airport), MO",,
"Kansas City Downtown Municipal Airport, MO",MKC,KMKC
"Kansas City International Airport, MO",MCI,KMCI
"Kansas City Municipal Airport, MO",MKC,KMKC
"Kansas City-Charles B. Wheeler Downtown Airport, MO",MKC,KMKC
"Kansas City-Fairfax Field, KS",,
"Kansas City-Johnson Executive Airport, MO",OJC,KOJC
"Kapalua Airport, HI",JHM,PHJH
"Kapolei-Kalaeloa Airport, HI",JRF,PHJR
"Kauai Island/Lihue Airport, HI",LIH,PHLI
"Kayenta-Peabody Bedard Field Airport, AZ",,
"Kearney Regional Airport, NE",EAR,KEAR
"Kelleys Island Land Field Airport, OH",,
"Kenai Airport, AK",ENA,PAEN
"Kendall-Tamiami Airport, FL",TMB,KTMB
"Kerrville Airport, TX",ERV,KERV
"Ketchikan Harbor Seaplane Base, AK",WFB,
"Ketchikan International Airport, AK",KTN,PAKT
"Key Largo-Port Largo Airport, FL",KYL,
"Key West Harbor, FL",,
"Key West International Airport, FL",EYW,KEYW
"Key West NAS, FL",NQX,KNQX
"Keystone Army Airfield, FL",,
"Kiana-Bob Barker Memorial Airport, AK",IAN,PAIK
"Kickapoo Downtown Airpark, TX",,
"Kidron-Stoltzfus Airfield, OH",,
"Killeen Municipal Airport, TX",ILE,KILE
"Killeen-Gray AAF, TX",GRK,KGRK
"King Cove Airport, AK",KVC,PAVC
"King Salmon Airport, AK",AKN,PAKN
"Kinston-Stallings Field, NC",ISO,KISO
"Kipnuk Airport, AK",KPN,PAKI
"Kirksville Regional Airport, MO",IRK,KIRK
"Kissimmee Municipal Airport, FL",ISM,KISM
"Kivalina Airport, AK",KVL,PAVL
"Klamath Falls-Kingsley Field, OR",LMT,KLMT
"Klawock Airport, AK",KLW,PAKW
"Knoxville Airport, TN",TYS,KTYS
"Knoxville-McGhee Tyson Airport, TN",TYS,KTYS
"Kodiak Airport, AK",ADQ,PADQ
"Kodiak NAS, AK",,
"Kodiak NAS, AK",ADQ,PADQ
"Kona-Keahole Airport, HI",KOA,PHKO
"Kotzebue Airport, AK",OTZ,PAOT
"Kotzebue-Ralph Wien Memorial Airport, AK",OTZ,PAOT
"Kwigillingok Airport, AK",KWK,PAGG
"La Crosse Municipal Airport, WI",LSE,KLSE
"La Verne-Brackett Field, CA",POC,KPOC
"Laconia Municipal Airport, NH",LCI,KLCI
"Lafayette Regional Airport, LA",LFT,KLFT
"Lafayette-Purdue University Airport, IN",LAF,KLAF
"Lake Charles AAF, LA",CWF,KCWF
"Lake Charles Municipal Airport, LA",LCH,KLCH
"Lake Geneva Municipal Airport, WI",XES,
"Lake Minchumina Airport, AK",MHM,PAMH
"Lake Nerka-GCI Lodge, AK",,
"Lake Tahoe Airport, CA",TVL,KTVL
"Lakehurst-Naec Airport, NJ",NEL,KNEL
"Lakeland Municipal Airport, FL",,
"Lancaster-Fairfield County Airport, OH",,KHLQ
"Lancaster-William J Fox Airport, CA",WJF,KWJF
"Lansing-Capital City Airport, MI",LAN,KLAN
"Laramie-General Brees Field, WY",LAR,KLAR
"Laredo International Airport, TX",LRD,KLRD
"Las Cruces Municipal Airport, NM",LRU,KLRU
"Las Vegas Airport, NV",LSV,KLSV
"Las Vegas McCarran Field, NV",LSV,KLSV
"Las Vegas-Henderson Sky Harbor Airport, NV",HSH,KHND
"Las Vegas-McCarran Field, NV",LAS,KLAS
"Las Vegas-McCarran International Airport, NV",LAS,KLAS
"Las Vegas-Nellis AFB, NV",LSV,KLSV
"Las Vegas-North Air Terminal, NV",VGT,KVGT
"Latrobe-Westmoreland County Airport, PA",LBE,KLBE
"Laurinburg-Maxton AAB, NC",MXE,KMEB
"Lawrence Airport, KS",LWC,KLWC
"Lawrenceville-George AAF, IL",LWV,KLWV
"Lawrenceville-Gwinnett County Briscoe Field, GA",LZU,KLZU
"Lawton Municipal Airport, OK",LAW,KLAW
"Lebanon Regional Airport, NH",LEB,KLEB
"Leesburg Executive Airport, VA",JYO,KJYO
"Leesburg International Airport, FL",LEE,KLEE
"Lemoore NAS/Reeves Field, CA",NLC,KNLC
"Leonardtown-Saint Mary's County Airport, MD",LTW,
"Lewisburg-Greenbrier Valley Airport, WV",LWB,KLWB
"Lewiston-Nez Perce County Regional Airport, ID",LWS,KLWS
"Lewistown Municipal Airport, MT",LWT,KLWT
"Lewistown-Sharpe Farms Airport, MO",,
"Lexington-Blue Grass Airport, KY",LEX,KLEX
"Libby Airport, MT",,
"Liberal Municipal Airport, KS",LBL,KLBL
"Lime Village Airport, AK",LVD,
"Limestone-Loring AFB, ME",LIZ,
"Lincoln AFB, NE",LNK,KLNK
"Lincoln Municipal Airport, NE",LNK,KLNK
"Lincoln Regional Karl Harder Field, CA",,KLHM
"Linden Airport, NJ",LDJ,KLDJ
"Litchfield Park Airport, AZ",,KGEU
"Little Rock National Airport, AR",LIT,KLIT
"Little Rock-Bill and Hillary Clinton National Airport, AR",LIT,KLIT
"Lodi Airport, CA",,
"Logan-Cache Airport, UT",LGU,KLGU
"London-Corbin Airport, KY",LOZ,KLOZ
"Lone Pine Airport, CA",,
"Long Beach Airport, CA",LGB,KLGB
"Long Beach Army Airfield, CA",LGB,KLGB
"Long Beach Municipal Airport, CA",LGB,KLGB
"Long Island-Mitchel Air Force Base, NY",,
"Longview-Gregg County Airport, TX",GGG,KGGG
"Lorain County Regional Airport, OH",LPR,
"Los Alamitos NAS, CA",,KSLI
"Los Angeles (unknown airport), CA",,
"Los Angeles Airport, CA",LAX,KLAX
"Los Angeles International Airport, CA",LAX,KLAX
"Los Angeles Municipal Airport, CA",LAX,KLAX
"Los Angeles-Grand Central Terminal, CA",,
"Los Angeles-Mines Field, CA",LAX,KLAX
"Los Angeles-Van Nuys Airport, CA",VNY,KVNY
"Louisburg-Franklin County Airport, NC",LFN,KLHZ
"Louisburg-North Raleigh Airport, NC",,
"Louisville International Airport, KY",SDF,KSDF
"Louisville-Bowman Field, KY",LOU,KLOU
"Louisville-Godman AFB, KY",,
"Louisville-Standiford Field, KY",SDF,KSDF
"Lubbock International Airport, TX",LBB,KLBB
"Lubbock Preston Smith International Airport, TX",LBB,KLBB
"Lubbock-South Plains AAF, TX",LBB,KLBB
"Lumberton AAF, NC",,
"Lumberton Airport, NC",LBT,KLBT
"Macon (unknown airport), GA",,
"Macon Downtown Airport, GA",MAC,KMAC
"Macon-Lewis B. Wilson Airport, GA",MCN,KMCN
"Madera Municipal Airport, CA",MAE,KMAE
"Madison Municipal Airport, GA",,
"Madison Regional Airport, WI",MSN,KMSN
"Madison-Bruce Campbell Field Airport, MS",DXE,KMBO
"Madison-Dane County Regional Airport, WI",MSN,KMSN
"Madison-Truax Field, WI",MSN,KMSN
"Madisonville Municipal Airport, KY",,
"Maiden-Little Mountain Airport, NC",,
"Malden AAF, MO",MAW,KMAW
"Malone-Dufort Airport, NY",,KMAL
"Manassas Regional-Harry P. Davis Field, VA",MNZ,KHEF
"Manchester Municipal Airport, NH",MHT,KMHT
"Manhattan Municipal Airport, KS",MHK,KMHK
"Manistee-Blacker Airport, MI",MBL,KMBL
"Manitowoc/Newton Municipal Airport, WI",MTW,KMTW
"Mankato Municipal Airport, MN",MKT,KMKT
"Mansfield-Lahm Municipal Airport, OH",MFD,KMFD
"Manteo-Dare County Regional Airport, NC",MEO,KMQI
"Many-Hart Airport, LA",,
"Marana-Pinal Air Park, AZ",MZJ,KMZJ
"Marathon-Florida Keys Airport, FL",MTH,KMTH
"Marco Island Airport, FL",MRK,KMKY
"Marianna Municipal Airport, FL",,KMAI
"Marietta-Dobbins AFB, GA",MGE,KMGE
"Marion Airport, IN",MZZ,KMZZ
"Marion-Williamson County Airport, IL",MWA,KMWA
"Marquette-Sawyer International Airport, MI",MQT,KSAW
"Marshall Airport, AK",MLL,PADM
"Martha's Vineyard Airport, MA",MVY,KMVY
"Martinsburg-Eastern West Virginia Regional Airport/Shepherd Field, WV",MRB,KMRB
"Martinsville-Blue Ridge Airport, VA",,KMTV
"Marysville-Beale AFB, CA",BAB,KBAB
"Mason City Airport, IA",MCW,KMCW
"Massena-Richards Field, NY",MSS,KMSS
"Matagorda Island AFB, TX",MGI,
"Mayfield Graves County Airport, KY",,
"McAllen-Miller International Airport, TX",MFE,KMFE
"McCall Airport, ID",MYL,KMYL
"McComb-Pike County Airport, MS",MCB,KMCB
"McCormick County Airport, SC",,
"McGrath Airport, AK",MCG,PAMC
"McMinnville Municipal Airport, OR",,KMMV
"Medford (unknown airport), OR",,
"Medford Municipal Airport, OR",MFR,KMFR
"Medford-Flying W Airport, NJ",,
"Medford-Jackson County Airport, OR",MFR,KMFR
"Medford-Rogue Valley International, OR",MFR,KMFR
"Mekoryuk-Ellis Field, AK",MYU,PAMY
"Melbourne International Airport, FL",MLB,KMLB
"Memphis International Airport, TN",MEM,KMEM
"Memphis Municipal Airport, TN",MEM,KMEM
"Memphis NAS, TN",NQA,KNQA
"Mena Intermountain Municipal Airport, AR",,KMEZ
"Merced Municipal Airport, CA",MCE,KMCE
"Merced-Castle AFB, CA",MER,KMER
"Meridian-Key Field, MS",MEI,KMEI
"Mesa-Falcon Field, AZ",MSC,KFFZ
"Mesquite Airport, NV",MFH,
"Miami (unknown airport), FL",,
"Miami Executive Airport, FL",TMB,KTMB
"Miami International Airport, FL",MIA,KMIA
"Miami MCAS, FL",OPF,KOPF
"Miami SPB, FL",MPB,
"Miami-36th Street Airport, FL",MIA,KMIA
"Miami-Dade Collier Airport, FL",TNT,KTNT
"Miami-Masters Field, FL",,
Miami-Opa locka Executive Airport,OPF,KOPF
"Michigan City Airport, IN",MGC,KMGC
"Midland (unknown airport), TX",,
"Midland AAF, TX",MAF,KMAF
"Midland Air Terminal, TX",MAF,KMAF
"Midland International Air and Space Port, TX",MAF,KMAF
"Midland International Airport, TX",MAF,KMAF
"Midland/Odessa Regional Airport, TX",MAF,KMAF
"Miles City Municipal Airport, MT",MLS,KMLS
"Millington-Memphis Airport, TN",NQA,KNQA
"Millville Airport, NJ",MIV,KMIV
"Milton-Whiting Field NAS, FL",NSE,KNSE
"Milwaukee-General Mitchell Airport, WI",MKE,KMKE
"Minden-Tahoe Airport, NV",MEV,KMEV
"Mineral Wells Airport, TX",MWL,KMWL
"Minneapolis-Flying Cloud Airport, MN",FCM,KFCM
"Minneapolis-St. Paul International Airport, MN",MSP,KMSP
"Minneapolis-St. Paul International Airport/Wold-Chamberlain Field, MN",MSP,KMSP
"Minneapolis-St. Paul Metropolitan Airport/Wold-Chamberlain Field, MN",MSP,KMSP
"Minneapolis-Wold-Chamberlain Field, MN",MSP,KMSP
"Minocqua-Noble F. Lee Airport, WI",ARV,KARV
"Minot AFB, ND",MIB,KMIB
"Missoula Airport, MT",MSO,KMSO
"Missoula-Johnson-Bell Field, MT",MSO,KMSO
"Moab-Canyonlands Field, UT",CNY,KCNY
"Mobile (unknown airport), AL",,
"Mobile Aerospace Field, AL",BFM,KBFM
"Mobile Downtown Airport, AL",BFM,KBFM
"Mobile Municipal Airport, AL",MOB,KMOB
"Mobile-Bates Field, AL",MOB,KMOB
"Mobile-Brookley AAF, AL",BFM,KBFM
"Mobile-Brookley AFB, AL",BFM,KBFM
"Mojave-Kern County Airport, CA",MHV,KMHV
"Moline-Quad-City Airport, IL",MLI,KMLI
"Molokai/Kaunakakai Airport, HI",MKK,PHMK
"Monongahela-Rostraver Airport, PA",,KFWQ
"Monroe County Airport, AL",MVC,KMVC
"Monroe Municipal Airport, LA",MLU,KMLU
"Monroe-Selman AAF, LA",MLU,KMLU
"Montague-Siskiyou County Airport, CA",SIY,
"Monterey Peninsula Airport, CA",MRY,KMRY
"Monterey-Fort Ord AFB, CA",,
"Montgomery (unknown airport), AL",,
"Montgomery Municipal Airport, AL",GUN,
"Montgomery-Dannelly Field, AL",MGM,KMGM
"Montgomery-Maxwell AFB, AL",MXF,KMXF
"Montgomery-Maxwell Field, AL",MXF,KMXF
"Montgomery-Orange County Airport, NY",MGJ,KMGJ
"Montrose County Airport, CO",MTJ,KMTJ
"Montrose Regional Airport, CO",MTJ,KMTJ
"Monument Valley Airport, UT",GMV,
"Moorhead Municipal Airport, MN",,KJKJ
"Moose Creek Airstrip, ID",,
"Morgantown Airport, WV",MGW,KMGW
"Morristown Municipal Airport, NJ",MMU,KMMU
"Morristown-Moore-Murrell Airport, TN",MOR,
"Moses Lake-Grant County Airport, WA",MWH,KMWH
"Moses Lake-Larson AFB, WA",LRN,
"Mount Airy/Surry County Airport, NC",,KMWK
"Mount Clemens-Selfridge AFB, MI",MTC,KMTC
"Mount Clemens-Selfridge Air National Guard Base, MI",MTC,KMTC
"Mountain Home AFB, ID",MUO,KMUO
"Mountain View Airport, MO",,KMNF
"Mountain View-Moffett Field, CA",NUQ,KNUQ
"Mulino State Airport, OR",,
"Murfreesboro Municipal Airport, TN",,KMBT
"Muroc AAF, CA",EDW,KEDW
"Muscatine Airport, IA",MUT,
"Muscle Shoals Airport, AL",MSL,KMSL
"Muskegon Airport, MI",MKG,KMKG
"Myrtle Beach AFB, SC",MYR,KMYR
"Myrtle Beach International Airport, SC",MYR,KMYR
"Myrtle Beach-Grand Strand Airport, SC",CRE,KCRE
"Mystic Lake Lodge Airstrip, AK",,
"Nacogdoches-Lufkin Angelina County Airport, TX",LFK,KLFK
"Naknek Airport, AK",NNK,
"Nantucket Memorial Airport, MA",ACK,KACK
"Naples Airport, FL",APF,KAPF
"Nashville AAF, TN",BNA,KBNA
"Nashville International Airport, TN",BNA,KBNA
"Nashville Metropolitan Airport, TN",BNA,KBNA
"Nashville-John C. Tune Airport, TN",,KJWN
"Nevada Test and Training Range / Area 51 Airport, NV",,KXTA
"New Bedford Airport, MA",EWB,KEWB
"New Bern-Craven County Regional Airport, NC",EWN,KEWN
"New Bern-Simmons Nott Airport, NC",EWN,KEWN
"New Braunfels Regional Airport, TX",,KBAZ
"New Haven Airport, CT",HVN,KHVN
